stateus,serial,statefip,ftotinc,momloc,parrule,edattan,edattand,yrschl,educus,pernum,momrule,sploc,nchild,age,sex,race,marst,agemarr,marrno,chborn,marrqtr,bpl,hispan,school,higrade,classwkr,wkswork1,uhrswork,incwage,poverty,incbus,incwelfr,widow,birthqtr,qage,qbirthmo,qbpl,qchborn,qeduc,qincbus,qincwage,qsex,quhrswor,qwkswork,birthfrac,age_qtr,r_black,hisp,r_oth,wkpay_lyr,incwage_orig,ftotinc_orig,nonwinc,ftotinc_temp,nonwinc_temp,l_ftotinc,l_nonwinc,age1,sex1,birthqtr1,qage1,qbirthmo1,qsex1,age_qtr1,age2,sex2,birthqtr2,qage2,qbirthmo2,qsex2,age_qtr2,age3,sex3,birthqtr3,qage3,qbirthmo3,qsex3,age_qtr3,age4,sex4,birthqtr4,qage4,qbirthmo4,qsex4,age_qtr4,age5,sex5,birthqtr5,qage5,qbirthmo5,qsex5,age_qtr5,age6,sex6,birthqtr6,qage6,qbirthmo6,qsex6,age_qtr6,age7,sex7,birthqtr7,qage7,qbirthmo7,qsex7,age_qtr7,age8,sex8,birthqtr8,qage8,qbirthmo8,qsex8,age_qtr8,age9,sex9,birthqtr9,qage9,qbirthmo9,qsex9,age_qtr9,age10,sex10,birthqtr10,qage10,qbirthmo10,qsex10,age_qtr10,age11,sex11,birthqtr11,qage11,qbirthmo11,qsex11,age_qtr11,age12,sex12,birthqtr12,qage12,qbirthmo12,qsex12,age_qtr12,age13,sex13,birthqtr13,qage13,qbirthmo13,qsex13,age_qtr13,age14,sex14,birthqtr14,qage14,qbirthmo14,qsex14,age_qtr14,age15,sex15,birthqtr15,qage15,qbirthmo15,qsex15,age_qtr15,age16,sex16,birthqtr16,qage16,qbirthmo16,qsex16,age_qtr16,age17,sex17,birthqtr17,qage17,qbirthmo17,qsex17,age_qtr17,ftotinc_father,age_father,sex_father,wkswork1_father,uhrswork_father,incwage_father,birthqtr_father,qage_father,qbirthmo_father,qsex_father,age_qtr_father,r_black_father,hisp_father,r_oth_father,wkpay_lyr_father,l_ftotinc_father,l_nonwinc_father,_father_merge,chborn_orig,age_21_35,age_36_50,count_child,cnum_2,cnum_mt2,cnum_mte2,cnum_mte2_test,age_oldest,age_youngest,age_oldest_qtr,f_boy,s_boy,twoboys,twogirls,samesex,twins,age_fbirth,age_fbirth_father,coll,l_incwage,l_wkswork1
48,4256609,48,48291.48760977,0,0,3,311,12,700,2,0,1,2,-8.957333333333334,2,1,1,17,1,2,1,4800,0,1,150,3,0,0,0,311,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.75,21.75,0,0,0,0,0,23005,48291.48760977,48291.48760977,48291.48760977,10.785010584145223,10.785010584145223,3,1,2,0,0,0,3.5,1,1,3,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48291.48760977,23,1,52,40,48291.48760977,3,0,0,0,23.25,0,0,0,1,10.785010584145223,0,3,3,1,0,2,1,0,1,1,3,1,3.5,1,1,1,0,1,0,-2.543333333333333,19,0,0,0
53,4507881,53,40860.41322861,0,0,4,400,16,814,2,0,1,2,-0.9573333333333345,2,1,1,21,1,2,3,5300,0,1,190,5,33,5,4502.72727333,263,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,29.25,0,0,0,1,2145,19465,36357.68595528,40860.41322861,36357.68595528,10.61791698160021,10.50116090367208,4,2,2,0,0,0,4.5,2,2,4,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40860.41322861,33,1,52,40,35801.40496347,4,0,0,0,33,0,0,0,1,10.61791698160021,8.528925748040354,3,3,1,0,2,1,0,1,1,4,2,4.5,0,0,0,1,1,0,3.456666666666667,28,1,8.412438552917772,3.4965075614664802
42,3622223,42,30773.884301640002,0,0,2,221,10,500,2,0,1,5,5.0426666666666655,2,1,1,18,2,5,4,4200,0,1,130,3,0,0,0,134,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.25,35.25,0,0,0,0,0,14660,30773.884301640002,30773.884301640002,30773.884301640002,10.334421696996296,10.334421696996296,14,1,3,0,0,0,14.25,11,1,4,0,0,0,11,4,2,3,0,0,0,4.25,2,2,3,0,0,0,2.25,1,2,1,0,0,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30773.884301640002,44,1,48,40,19532.80991997,4,0,0,0,44,0,0,0,1,10.334421696996296,9.327329704437503,3,6,1,0,5,0,1,1,1,14,1,14.25,1,1,1,0,1,0,0.456666666666667,29,0,0,0
41,3587630,41,33607.76859954,0,0,3,311,12,700,2,0,1,2,4.0426666666666655,2,1,1,18,2,2,3,600,0,1,150,3,52,40,4208.8429757700005,216,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,2005,16010,29398.925623770003,33607.76859954,29398.925623770003,10.422512527546415,10.288713409249862,13,1,2,0,0,0,13.5,13,2,2,0,0,0,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33607.76859954,37,1,52,52,29398.92562377,2,0,0,0,37.5,0,0,0,1,10.422512527546415,8.344943061296323,3,3,1,0,2,1,0,1,1,13,13,13.5,1,0,0,0,0,0,-0.543333333333333,24,0,8.344943061296323,3.9512437185814275
40,3491184,40,64990.41323184,0,0,3,311,12,700,2,0,1,2,4.0426666666666655,2,1,1,17,1,2,2,4000,0,1,150,0,0,0,0,419,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,34,0,0,0,0,0,30960,64990.41323184,64990.41323184,64990.41323184,11.081995049259318,11.081995049259318,12,2,2,0,0,0,12.5,10,1,3,0,0,0,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64990.41323184,37,1,52,40,64413.14050449,1,0,0,0,37.75,0,0,0,1,11.081995049259318,6.3583148192222225,3,3,1,0,2,1,0,1,1,12,10,12.5,0,1,0,0,0,0,0.456666666666667,25,0,0,0
42,3649968,42,23101.40496177,0,0,3,311,12,700,1,0,0,3,-1.9573333333333345,2,1,4,19,1,3,2,4200,0,1,150,3,52,40,23101.40496177,148,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0.25,28.25,0,0,0,1,11005,11005,0,23101.40496177,1,10.047648715516216,0,7,2,2,0,0,0,7.5,6,1,2,0,0,0,6.5,3,2,1,0,0,0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,3,0,1,1,1,7,3,7.5,0,1,0,0,0,0,-0.543333333333333,NA,0,10.047648715516216,3.9512437185814275
26,2147134,26,42802.14876606,0,0,2,221,10,500,1,0,2,5,3.0426666666666655,2,3,1,22,1,5,1,100,0,1,130,3,40,40,12605.53719177,187,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0.75,33.75,1,0,0,1,6005,20390,30196.611574290004,42802.14876606,30196.611574290004,10.664343585124154,10.315484997541303,15,2,1,0,0,0,15.75,14,2,1,0,0,0,14.75,13,1,4,0,0,0,13,10,2,3,0,0,0,10.25,9,2,3,0,0,0,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42802.14876606,32,1,40,8,29398.92562377,1,0,0,0,32.75,1,0,0,1,10.664343585124154,9.503250490022294,3,6,1,0,5,0,1,1,1,15,9,15.75,0,0,0,1,1,0,-2.543333333333333,17,0,9.441891456069738,3.6888794541139363
26,2122256,26,22440.16529226,0,0,3,312,13,811,1,0,0,2,3.0426666666666655,2,1,4,22,1,2,2,5500,0,1,160,3,52,38,15376.44628305,182,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,33.25,0,0,0,1,7325,10690,7063.719009210001,22440.16529226,7063.719009210001,10.018607725574745,8.862726963634483,8,2,2,0,0,0,8.5,5,2,4,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,8,5,8.5,0,0,0,1,1,0,3.456666666666667,NA,1,9.640592155440922,3.9512437185814275
13,1076510,13,18934.54545708,0,0,3,311,12,700,2,0,1,2,-5.9573333333333345,2,1,1,18,1,2,3,1300,0,1,150,3,23,24,2130.66115731,122,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,24.25,0,0,0,1,1015,9020,16803.884299769998,18934.54545708,16803.884299769998,9.848743334612323,9.72936534698647,4,2,4,0,0,0,4,1,2,2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18934.54545708,28,1,52,40,16803.88429977,1,0,0,0,28.75,0,0,0,1,9.848743334612323,7.66418761303154,3,3,1,0,2,1,0,1,1,4,1,4,0,0,0,1,1,0,-0.543333333333333,24,0,7.664187613031541,3.1354942159291497
6,419402,6,46528.18182441,0,0,3,312,13,811,2,0,1,3,4.0426666666666655,2,1,1,20,1,3,3,600,0,1,160,0,0,0,0,255,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,22165,46528.18182441,46528.18182441,46528.18182441,10.747813468734808,10.747813468734808,10,2,2,0,0,0,10.5,9,1,1,0,0,0,9.75,7,2,3,0,0,0,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46528.18182441,35,1,52,99,37795.61983977,2,0,0,0,35.5,0,0,0,1,10.747813468734808,9.074814074810963,3,4,1,0,3,0,1,1,1,10,7,10.5,0,1,0,0,0,0,2.456666666666667,25,1,0,0
18,1582105,18,65095.37190954,0,0,3,311,12,700,2,0,1,2,3.0426666666666655,2,1,1,18,1,2,2,1800,0,1,150,6,36,30,6308.0165297700005,419,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,3005,31010,58787.35537977,65095.37190954,58787.35537977,11.083608733650149,10.981682066199587,13,1,4,0,0,0,13,8,2,2,0,0,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65095.37190954,35,1,52,46,58787.35537977,1,0,0,0,35.75,0,0,0,1,11.083608733650149,8.749576568524962,3,3,1,0,2,1,0,1,1,13,8,13,1,0,0,0,0,0,-0.543333333333333,22,0,8.749576568524962,3.58351893845611
42,3833484,42,58178.59504911,0,0,3,311,12,700,4,0,3,2,-1.9573333333333345,2,1,1,22,1,2,2,4200,0,1,150,3,52,25,7357.60330677,270,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.5,28.5,0,0,0,1,3505,27715,50820.991742340004,58178.59504911,50820.991742340004,10.971272783409558,10.836064771487758,8,2,4,0,0,0,8,4,2,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58178.59504911,33,1,26,40,6308.0165297700005,4,0,0,0,33,0,0,0,1,10.971272783409558,10.85650702053831,3,3,1,0,2,1,0,1,1,8,4,8,0,0,0,1,1,0,-0.543333333333333,25,0,8.903489521024344,3.9512437185814275
45,3899048,45,2109.66942177,0,0,2,221,11,600,1,0,0,3,-8.957333333333334,2,3,3,14,1,3,4,4500,0,1,141,6,32,40,2109.66942177,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,1,1005,1005,0,2109.66942177,1,7.65428654204883,0,6,1,3,0,0,0,6.25,4,1,3,0,0,0,4.25,3,1,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,3,0,1,1,1,6,3,6.25,1,1,1,0,1,0,-6.543333333333333,NA,0,7.65428654204883,3.4657359027997265
29,2438036,29,67845.28926528001,0,0,3,311,12,700,2,0,1,2,-0.9573333333333345,2,1,1,19,1,2,2,5100,0,1,151,0,0,0,0,437,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,32320,67845.28926528001,67845.28926528001,67845.28926528001,11.124985234190685,11.124985234190685,9,2,1,0,0,0,9.75,7,2,1,0,0,0,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67845.28926528001,31,1,40,60,0,2,0,0,0,31.5,0,0,0,1,11.124985234190685,11.124985234190685,3,3,1,0,2,1,0,1,1,9,7,9.75,0,0,0,1,1,0,-1.543333333333333,21,0,0,0
39,3343455,39,74541.65290254001,0,0,2,221,9,400,2,0,1,2,1.0426666666666655,2,1,1,16,1,2,4,5400,0,1,120,3,52,20,7357.60330677,480,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,31.25,0,0,0,1,3505,35510,67184.04959577,74541.65290254001,67184.04959577,11.219113347492787,11.115191141131758,14,2,2,0,0,0,14.5,8,2,2,0,0,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74541.65290254001,33,1,52,40,67184.04959577,3,0,0,0,33.25,0,0,0,1,11.219113347492787,8.903489521024344,3,3,1,0,2,1,0,1,1,14,8,14.5,0,0,0,1,1,0,-4.543333333333333,18,0,8.903489521024344,3.9512437185814275
8,697722,8,27310.24793754,0,0,4,400,16,814,2,0,1,3,-4.9573333333333345,2,1,1,19,1,3,1,800,0,1,190,4,3,50,1060.0826447700001,149,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.5,25.5,0,0,0,1,505,13010,26250.165292769998,27310.24793754,26250.165292769998,10.215017293062205,10.175427564867373,5,1,1,0,0,0,5.75,2,1,1,0,0,0,2.75,0,1,2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27310.24793754,28,1,52,56,26250.16529277,4,1,0,0,28,0,0,0,1,10.215017293062205,6.966102150831012,3,4,1,0,3,0,1,1,1,5,0,5.75,1,1,1,0,1,0,-1.543333333333333,22,1,6.966102150831014,1.0986122886681098
6,280802,6,8407.19008377,0,0,3,311,12,700,1,0,0,4,0.04266666666666552,2,3,3,18,1,4,2,600,0,1,150,3,52,20,8407.19008377,47,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0.25,30.25,1,0,0,1,4005,4005,0,8407.19008377,1,9.036842581058114,0,12,2,2,0,0,0,12.5,11,2,1,0,0,0,11.75,8,1,1,0,0,0,8.75,6,1,3,0,0,0,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,4,0,1,1,1,12,6,12.5,0,0,0,1,1,0,-3.543333333333333,NA,0,9.036842581058114,3.9512437185814275
42,3668062,42,0,0,0,2,221,9,400,1,0,0,4,3.0426666666666655,2,3,6,0,0,4,0,4200,0,2,122,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.5,33.5,1,0,0,0,0,0,0,1,1,0,0,9,2,3,0,0,0,9.25,8,1,3,0,0,0,8.25,7,1,1,0,0,0,7.75,4,2,3,0,0,0,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,0,4,0,1,1,1,9,4,9.25,0,1,0,0,0,0,3.456666666666667,NA,0,0,0
55,4634456,55,41763.057856830004,0,0,3,312,13,811,2,0,1,2,1.0426666666666655,2,1,1,22,1,2,2,5500,0,1,160,3,48,16,5048.51239737,269,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0.5,31.5,0,0,0,1,2405,19895,36714.54545946,41763.057856830004,36714.54545946,10.639767444416682,10.510928289568302,9,1,3,0,0,0,9.25,4,1,1,0,0,0,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41763.057856830004,33,1,52,40,36032.31405441,1,0,0,0,33.75,0,0,0,1,10.639767444416682,8.65360060973466,3,3,1,0,2,1,0,1,1,9,4,9.25,1,1,1,0,1,0,1.456666666666667,24,1,8.526848904095516,3.871201010907891
8,713927,8,3159.25619877,0,0,2,221,9,400,2,0,1,3,-3.9573333333333345,2,1,1,17,2,3,1,45310,0,1,121,0,0,0,0,17,0,0,1,4,0,0,0,0,0,2,2,0,0,0,0,26,0,0,0,0,0,1505,3159.25619877,3159.25619877,3159.25619877,8.05809189873863,8.05809189873863,8,2,1,0,0,0,8.75,3,1,3,0,0,0,3.25,0,2,1,0,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3159.25619877,24,1,50,46,3159.25619877,2,0,0,0,24.5,0,0,0,1,8.05809189873863,0,3,4,1,0,3,0,1,1,1,8,0,8.75,0,1,0,0,0,0,-3.543333333333333,15,0,0,0
